REF_DATE;GEO;Type_of_dairy_product;Type_of_disappearance_of_dairy_products;UOM;UOM_ID;SCALAR_FACTOR;SCALAR_ID;VECTOR;COORDINATE;DECIMALS
1965;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1965;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1965;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1966;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1966;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1966;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1966;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1966;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1966;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1966;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1966;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1966;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1966;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1966;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1966;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1967;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1967;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1967;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1967;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1967;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1967;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1967;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1967;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1967;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1967;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1967;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1967;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1968;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1968;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1968;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1968;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1968;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1968;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1968;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1968;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1968;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1968;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1968;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1968;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1969;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1969;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1969;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1969;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1969;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1969;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1969;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1969;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1969;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1969;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1969;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1969;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1970;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1970;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1970;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1970;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1970;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1970;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1970;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1970;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1970;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1970;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1970;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1970;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1971;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1971;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1971;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1971;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1971;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1971;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1971;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1971;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1971;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1971;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1971;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1971;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1972;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1972;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1972;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1972;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1972;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1972;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1972;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1972;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1972;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1972;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1972;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1972;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1973;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1973;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1973;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1973;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1973;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1973;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1973;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1973;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1973;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1973;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1973;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1973;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1974;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1974;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1974;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1974;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1974;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1974;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1974;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1974;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1974;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1974;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1974;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1974;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1975;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1975;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1975;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1975;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1975;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1975;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1975;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1975;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1975;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1975;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1975;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1975;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1976;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1976;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1976;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1976;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1976;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1976;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1976;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1976;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1976;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1976;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1976;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1976;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1977;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1977;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1977;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1977;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1977;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1977;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1977;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1977;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1977;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1977;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1977;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1977;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
